brsr_id,target_id,mapping,confidence,verification,llm_decision,llm_confidence,llm_relationship,llm_reason,llm_raw_response,lexical_score,structural_score,property_score,embedding_score,eval_provider,eval_model,reasoning,explanation,issues
Disclosure_Q6_-5688596556448572703,Disclosure_Disclosure_102_7_Scope_3_GHG_emissions,narrowMatch,0.2998,Accepted,Disagree,0.8,noMatch,"The BRSR concept refers to Scope 1 and 2 GHG emissions, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a mismatch in scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to Scope 1 and 2 GHG emissions, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a mismatch in scope.""
}",0.3239,0.17,0.5,0.3389,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 30.0%.,"Verified alignment for Disclosure_Q6_-5688596556448572703 <-> Disclosure_Disclosure_102_7_Scope_3_GHG_emissions with relation narrowMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions,broadMatch,0.2975,Accepted,Disagree,0.9,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on reduction of GHG emissions, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.9,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on reduction of GHG emissions, indicating a clear mismatch in subject matter and scope.""
}",0.3234,0.17,0.5,0.3335,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.8%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q6_-5688596556448572703,Disclosure_Disclosure_102_7_Scope_3_GHG_emissions_31,broadMatch,0.2982,Accepted,Disagree,0.8,noMatch,"The BRSR concept refers to Scope 1 and Scope 2 GHG emissions, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a mismatch in scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to Scope 1 and Scope 2 GHG emissions, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a mismatch in scope.""
}",0.3253,0.17,0.5,0.3332,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.8%.,"Verified alignment for Disclosure_Q6_-5688596556448572703 <-> Disclosure_Disclosure_102_7_Scope_3_GHG_emissions_31 with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_102_5_Scope_1_GHG_emissions,narrowMatch,0.2906,Accepted,Disagree,0.9,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 1 GHG emissions, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.9,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 1 GHG emissions, indicating a clear mismatch in subject matter and scope.""
}",0.3102,0.17,0.5,0.3303,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.1%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_102_5_Scope_1_GHG_emissions with relation narrowMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q6_-5688596556448572703,Disclosure_Disclosure_102_8_GHG_emissions_intensity,narrowMatch,0.2906,Accepted,Disagree,0.8,relatedMatch,"The BRSR concept focuses on providing details of greenhouse gas emissions, while the GRI concept focuses on GHG emissions intensity, which is a related but distinct concept.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""relatedMatch"",
  ""reason"": ""The BRSR concept focuses on providing details of greenhouse gas emissions, while the GRI concept focuses on GHG emissions intensity, which is a related but distinct concept.""
}",0.3123,0.17,0.5,0.3278,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.1%.,"Verified alignment for Disclosure_Q6_-5688596556448572703 <-> Disclosure_Disclosure_102_8_GHG_emissions_intensity with relation narrowMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q3_7691261722040331206,Disclosure_Disclosure_301_2_Recycled_input_materials_used,broadMatch,0.2982,Accepted,Agree,0.8,closeMatch,"The BRSR concept and GRI concept both relate to the use of recycled materials, but the BRSR concept is more specific in that it asks for a percentage of recycled or reused input material to total material used.","{
  ""decision"": ""Agree"",
  ""confidence"": 0.8,
  ""relationship"": ""closeMatch"",
  ""reason"": ""The BRSR concept and GRI concept both relate to the use of recycled materials, but the BRSR concept is more specific in that it asks for a percentage of recycled or reused input material to total material used.""
}",0.331,0.17,0.5,0.3267,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.8%.,"Verified alignment for Disclosure_Q3_7691261722040331206 <-> Disclosure_Disclosure_301_2_Recycled_input_materials_used with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q6_-5688596556448572703,Disclosure_Disclosure_305_4_GHG_emissions_intensity,broadMatch,0.2902,Accepted,Disagree,0.8,relatedMatch,"The BRSR concept focuses on providing details of greenhouse gas emissions, while the GRI concept focuses on GHG emissions intensity, which is a related but distinct concept.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""relatedMatch"",
  ""reason"": ""The BRSR concept focuses on providing details of greenhouse gas emissions, while the GRI concept focuses on GHG emissions intensity, which is a related but distinct concept.""
}",0.3123,0.17,0.5,0.3266,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.0%.,"Verified alignment for Disclosure_Q6_-5688596556448572703 <-> Disclosure_Disclosure_305_4_GHG_emissions_intensity with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_305_3_Other_indirect_Scope_3_GHG_emis,broadMatch,0.2891,Accepted,Disagree,0.8,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 3 GHG emissions, indicating a clear mismatch in subject matter and scope.""
}",0.3104,0.17,0.5,0.326,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.9%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_305_3_Other_indirect_Scope_3_GHG_emis with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_102_5_Scope_1_GHG_emissions_25,broadMatch,0.2867,Accepted,Disagree,0.8,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 1 GHG emissions, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically refers to Scope 1 GHG emissions, indicating a clear mismatch in subject matter and scope.""
}",0.3054,0.17,0.5,0.3253,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.7%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_102_5_Scope_1_GHG_emissions_25 with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions_17,broadMatch,0.2917,Accepted,Disagree,0.9,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on reduction of GHG emissions, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.9,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on reduction of GHG emissions, indicating a clear mismatch in subject matter and scope.""
}",0.3174,0.17,0.5,0.325,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.2%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions_17 with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q4_-6365141755975586128,Disclosure_Disclosure_301_3_Reclaimed_products_and_their_pack,narrowMatch,0.2899,Accepted,Agree,0.8,narrowerMatch,"The BRSR concept specifically asks for the amount of products and packaging reclaimed at end of life, while the GRI concept is broader, covering reclaimed products and their packaging materials, but the BRSR concept is a more specific instance of the GRI concept.","{
  ""decision"": ""Agree"",
  ""confidence"": 0.8,
  ""relationship"": ""narrowerMatch"",
  ""reason"": ""The BRSR concept specifically asks for the amount of products and packaging reclaimed at end of life, while the GRI concept is broader, covering reclaimed products and their packaging materials, but the BRSR concept is a more specific instance of the GRI concept.""
}",0.3145,0.17,0.5,0.3233,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 29.0%.,"Verified alignment for Disclosure_Q4_-6365141755975586128 <-> Disclosure_Disclosure_301_3_Reclaimed_products_and_their_pack with relation narrowMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q18_1786218148450392899,Disclosure_Disclosure_2_8_Workers_who_are_not_employees_18,broadMatch,0.2652,Accepted,Disagree,0.8,noMatch,"The BRSR concept refers to employees and workers, including those with disabilities, while the GRI concept specifically refers to workers who are not employees, indicating a mismatch in scope and subject matter.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to employees and workers, including those with disabilities, while the GRI concept specifically refers to workers who are not employees, indicating a mismatch in scope and subject matter.""
}",0.1861,0.3286,0.5,0.3229,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 26.5%.,"Verified alignment for Disclosure_Q18_1786218148450392899 <-> Disclosure_Disclosure_2_8_Workers_who_are_not_employees_18 with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q6_-5688596556448572703,Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions,broadMatch,0.2865,Accepted,Disagree,0.8,narrowerMatch,"The BRSR concept specifically asks for details of greenhouse gas emissions (Scope 1 and Scope 2 emissions), while the GRI concept is broader, focusing on the reduction of GHG emissions in general.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""narrowerMatch"",
  ""reason"": ""The BRSR concept specifically asks for details of greenhouse gas emissions (Scope 1 and Scope 2 emissions), while the GRI concept is broader, focusing on the reduction of GHG emissions in general.""
}",0.3071,0.17,0.5,0.3228,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.7%.,"Verified alignment for Disclosure_Q6_-5688596556448572703 <-> Disclosure_Disclosure_305_5_Reduction_of_GHG_emissions with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q24_7549452836008929946,Disclosure_Disclosure_2_6_Activities_value_chain_and_other_b,broadMatch,0.2681,Accepted,Disagree,0.8,relatedMatch,"The BRSR concept focuses on material responsible business conduct issues, while the GRI concept is broader, covering activities, value chain, and other business relationships, making them related but not exactly or closely matched.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.8,
  ""relationship"": ""relatedMatch"",
  ""reason"": ""The BRSR concept focuses on material responsible business conduct issues, while the GRI concept is broader, covering activities, value chain, and other business relationships, making them related but not exactly or closely matched.""
}",0.1929,0.3286,0.5,0.3227,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 26.8%.,"Verified alignment for Disclosure_Q24_7549452836008929946 <-> Disclosure_Disclosure_2_6_Activities_value_chain_and_other_b with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_305_4_GHG_emissions_intensity,broadMatch,0.2825,Accepted,Disagree,0.9,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on GHG emissions intensity, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.9,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on GHG emissions intensity, indicating a clear mismatch in subject matter and scope.""
}",0.2978,0.17,0.5,0.3227,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.2%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_305_4_GHG_emissions_intensity with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q5_4738630364456196912,Disclosure_Disclosure_102_8_GHG_emissions_intensity,narrowMatch,0.2819,Accepted,Disagree,0.9,noMatch,"The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on GHG emissions intensity, indicating a clear mismatch in subject matter and scope.","{
  ""decision"": ""Disagree"",
  ""confidence"": 0.9,
  ""relationship"": ""noMatch"",
  ""reason"": ""The BRSR concept refers to air emissions other than GHG, while the GRI concept specifically focuses on GHG emissions intensity, indicating a clear mismatch in subject matter and scope.""
}",0.2978,0.17,0.5,0.3212,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.2%.,"Verified alignment for Disclosure_Q5_4738630364456196912 <-> Disclosure_Disclosure_102_8_GHG_emissions_intensity with relation narrowMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
Disclosure_Q1_5402110912519703836,Disclosure_Disclosure_302_1_Energy_consumption_within_the_org,broadMatch,0.2804,Accepted,Agree,0.8,closeMatch,"The BRSR concept and GRI concept both relate to energy consumption, but the BRSR concept provides more specific details on total energy consumption and energy intensity, while the GRI concept is broader and focuses on energy consumption within the organization.","{
  ""decision"": ""Agree"",
  ""confidence"": 0.8,
  ""relationship"": ""closeMatch"",
  ""reason"": ""The BRSR concept and GRI concept both relate to energy consumption, but the BRSR concept provides more specific details on total energy consumption and energy intensity, while the GRI concept is broader and focuses on energy consumption within the organization.""
}",0.2949,0.17,0.5,0.3204,huggingface,meta-llama/Llama-3.1-70B-Instruct,Evaluated with model 'meta-llama/Llama-3.1-70B-Instruct' (huggingface); learned weighted confidence 28.0%.,"Verified alignment for Disclosure_Q1_5402110912519703836 <-> Disclosure_Disclosure_302_1_Energy_consumption_within_the_org with relation broadMatch using learned weights {'lexical': 0.4297, 'structural': 0.1935, 'property': 0.0, 'embedding': 0.3768}.",['Low learned confidence score']
